row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB
2034	CGB	false	true	false	false	false	false	false	false	false	false	false
2035	CGB	false	true	false	false	false	false	false	false	false	false	false
2036	OEEB	false	false	false	false	false	false	false	false	false	true	false
2037	OD,CGR,CGB,LTG,MEB	false	true	true	false	false	false	true	true	true	false	false
2038	IIB,CGB	false	true	false	true	false	false	false	false	false	false	false
2039	REB,BB	true	false	false	false	false	false	false	false	false	false	true
2040	CGB	false	true	false	false	false	false	false	false	false	false	false
2041	MEB,ITEB,BB,CGB	true	true	false	false	true	false	false	true	false	false	false
2042	ITEB,IIB,BB	true	false	false	true	true	false	false	false	false	false	false
2043	BB	true	false	false	false	false	false	false	false	false	false	false
2044	OEEB	false	false	false	false	false	false	false	false	false	true	false
2045	ITEB	false	false	false	false	true	false	false	false	false	false	false
2046	MEB	false	false	false	false	false	false	false	true	false	false	false
2047	REB	false	false	false	false	false	false	false	false	false	false	true
2048	MEB	false	false	false	false	false	false	false	true	false	false	false
2049	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2050	ITEB,IIB,REB	false	false	false	true	true	false	false	false	false	false	true
2051	BB	true	false	false	false	false	false	false	false	false	false	false
2052	REB	false	false	false	false	false	false	false	false	false	false	true
2053	OD,CGB,MEB,LGS	false	true	false	false	false	true	false	true	true	false	false
2054	OD,LGS,ITEB,LTG,MEB,OEEB	false	false	false	false	true	true	true	true	true	true	false
2055	REB	false	false	false	false	false	false	false	false	false	false	true
2056	MEB	false	false	false	false	false	false	false	true	false	false	false
2057	CGB	false	true	false	false	false	false	false	false	false	false	false
2058	ITEB	false	false	false	false	true	false	false	false	false	false	false
2059	MEB	false	false	false	false	false	false	false	true	false	false	false
2060	LTG	false	false	false	false	false	false	true	false	false	false	false
2061	OEEB,REB	false	false	false	false	false	false	false	false	false	true	true
2062	IIB	false	false	false	true	false	false	false	false	false	false	false
2063	OEEB	false	false	false	false	false	false	false	false	false	true	false
2064	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2065	REB	false	false	false	false	false	false	false	false	false	false	true
2066	CGB	false	true	false	false	false	false	false	false	false	false	false
2067	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
2068	OD,LGS,OEEB,ITEB,LTG	false	false	false	false	true	true	true	false	true	true	false
2069	MEB	false	false	false	false	false	false	false	true	false	false	false
2070	CGB,ITEB,MEB	false	true	false	false	true	false	false	true	false	false	false
2071	OEEB,OD,LGS	false	false	false	false	false	true	false	false	true	true	false
2072	MEB	false	false	false	false	false	false	false	true	false	false	false
2073	MEB,ITEB	false	false	false	false	true	false	false	true	false	false	false
2074	REB,MEB	false	false	false	false	false	false	false	true	false	false	true
2075	OD,CGR,BB,IIB,MEB	true	false	true	true	false	false	false	true	true	false	false
2076	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2077	REB	false	false	false	false	false	false	false	false	false	false	true
2078	OD,CGR,BB,CGB	true	true	true	false	false	false	false	false	true	false	false
2079	OD,CGB,BB	true	true	false	false	false	false	false	false	true	false	false
2080	IIB	false	false	false	true	false	false	false	false	false	false	false
2081	REB	false	false	false	false	false	false	false	false	false	false	true
2082	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2083	LTG,MEB,OD,LGS,ITEB,BB,CGR,OEEB	true	false	true	false	true	true	true	true	true	true	false
2084	REB	false	false	false	false	false	false	false	false	false	false	true
2085	ITEB	false	false	false	false	true	false	false	false	false	false	false
2086	REB	false	false	false	false	false	false	false	false	false	false	true
2087	IIB	false	false	false	true	false	false	false	false	false	false	false
2088	OEEB,BB,MEB	true	false	false	false	false	false	false	true	false	true	false
2089	OD,CGR,LTG	false	false	true	false	false	false	true	false	true	false	false
2090	ITEB,IIB,BB	true	false	false	true	true	false	false	false	false	false	false
2091	BB,OD,LGS,CGB,CGR,MEB,ITEB,OEEB	true	true	true	false	true	true	false	true	true	true	false
2092	REB	false	false	false	false	false	false	false	false	false	false	true
2093	REB	false	false	false	false	false	false	false	false	false	false	true
2094	REB	false	false	false	false	false	false	false	false	false	false	true
2095	OEEB	false	false	false	false	false	false	false	false	false	true	false
2096	ITEB,OD,LGS	false	false	false	false	true	true	false	false	true	false	false
2097	BB,CGB,MEB	true	true	false	false	false	false	false	true	false	false	false
2098	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2099	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2100	OEEB	false	false	false	false	false	false	false	false	false	true	false
2101	BB	true	false	false	false	false	false	false	false	false	false	false
2102	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
2103	CGB,ITEB	false	true	false	false	true	false	false	false	false	false	false
2104	CGB,MEB,IIB,BB	true	true	false	true	false	false	false	true	false	false	false
2105	IIB	false	false	false	true	false	false	false	false	false	false	false
2106	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2107	ITEB	false	false	false	false	true	false	false	false	false	false	false
2108	OEEB	false	false	false	false	false	false	false	false	false	true	false
2109	MEB	false	false	false	false	false	false	false	true	false	false	false
2110	CGB,OD,LGS,ITEB,MEB	false	true	false	false	true	true	false	true	true	false	false
2111	REB	false	false	false	false	false	false	false	false	false	false	true
2112	REB	false	false	false	false	false	false	false	false	false	false	true
2113	CGB	false	true	false	false	false	false	false	false	false	false	false
2114	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false
2115	OEEB,BB,MEB	true	false	false	false	false	false	false	true	false	true	false
2116	ITEB,BB,OEEB	true	false	false	false	true	false	false	false	false	true	false
2117	CGB	false	true	false	false	false	false	false	false	false	false	false
2118	BB,IIB,MEB	true	false	false	true	false	false	false	true	false	false	false
2119	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false
2120	CGB	false	true	false	false	false	false	false	false	false	false	false
2121	MEB	false	false	false	false	false	false	false	true	false	false	false
2122	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false
2123	OEEB	false	false	false	false	false	false	false	false	false	true	false
2124	OD,CGB,CGR	false	true	true	false	false	false	false	false	true	false	false
2125	OEEB	false	false	false	false	false	false	false	false	false	true	false
2126	OEEB	false	false	false	false	false	false	false	false	false	true	false
2127	OD,CGR,ITEB,OEEB	false	false	true	false	true	false	false	false	true	true	false
2128	OEEB,OD,MEB,LGS	false	false	false	false	false	true	false	true	true	true	false
2129	BB,IIB	true	false	false	true	false	false	false	false	false	false	false
2130	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
2131	BB,MEB,OEEB	true	false	false	false	false	false	false	true	false	true	false
2132	REB	false	false	false	false	false	false	false	false	false	false	true
2133	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2134	BB	true	false	false	false	false	false	false	false	false	false	false
2135	BB	true	false	false	false	false	false	false	false	false	false	false
2136	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
2137	CGB	false	true	false	false	false	false	false	false	false	false	false
2138	IIB	false	false	false	true	false	false	false	false	false	false	false
2139	MEB	false	false	false	false	false	false	false	true	false	false	false
2140	MEB	false	false	false	false	false	false	false	true	false	false	false
2141	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2142	ITEB,OEEB	false	false	false	false	true	false	false	false	false	true	false
2143	IIB,BB	true	false	false	true	false	false	false	false	false	false	false
2144	OEEB	false	false	false	false	false	false	false	false	false	true	false
2145	BB	true	false	false	false	false	false	false	false	false	false	false
2146	CGB	false	true	false	false	false	false	false	false	false	false	false
2147	LTG	false	false	false	false	false	false	true	false	false	false	false
2148	ITEB,REB,BB,OD,LGS,CGR	true	false	true	false	true	true	false	false	true	false	true
2149	REB,OD,CGR,CGB,LTG,BB,LGS,ITEB,MEB	true	true	true	false	true	true	true	true	true	false	true
2150	LTG	false	false	false	false	false	false	true	false	false	false	false
2151	MEB	false	false	false	false	false	false	false	true	false	false	false
2152	ITEB,MEB,REB	false	false	false	false	true	false	false	true	false	false	true
2153	ITEB,MEB	false	false	false	false	true	false	false	true	false	false	false
2154	CGB	false	true	false	false	false	false	false	false	false	false	false
2155	OD,CGR	false	false	true	false	false	false	false	false	true	false	false
2156	BB	true	false	false	false	false	false	false	false	false	false	false
2157	CGB	false	true	false	false	false	false	false	false	false	false	false
2158	CGB	false	true	false	false	false	false	false	false	false	false	false
2159	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2160	BB,LTG,OD,CGR,OEEB,ITEB	true	false	true	false	true	false	true	false	true	true	false
2161	OD,CGB	false	true	false	false	false	false	false	false	true	false	false
2162	LTG,IIB,BB,OD,CGR	true	false	true	true	false	false	true	false	true	false	false
2163	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2164	MEB	false	false	false	false	false	false	false	true	false	false	false
2165	BB	true	false	false	false	false	false	false	false	false	false	false
2166	REB	false	false	false	false	false	false	false	false	false	false	true
2167	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false
2168	CGB	false	true	false	false	false	false	false	false	false	false	false
2169	BB	true	false	false	false	false	false	false	false	false	false	false
2170	BB,CGB	true	true	false	false	false	false	false	false	false	false	false
2171	BB	true	false	false	false	false	false	false	false	false	false	false
2172	REB,OD	false	false	false	false	false	false	false	false	true	false	true
2173	MEB	false	false	false	false	false	false	false	true	false	false	false
2174	OD,LGS,BB	true	false	false	false	false	true	false	false	true	false	false
2175	ITEB,REB,OD,MEB,BB	true	false	false	false	true	false	false	true	true	false	true
2176	CGB	false	true	false	false	false	false	false	false	false	false	false
2177	IIB	false	false	false	true	false	false	false	false	false	false	false
2178	OD,CGR,CGB	false	true	true	false	false	false	false	false	true	false	false
2179	REB	false	false	false	false	false	false	false	false	false	false	true
2180	OD,CGR,LGS,CGB,IIB,LTG	false	true	true	true	false	true	true	false	true	false	false
2181	MEB	false	false	false	false	false	false	false	true	false	false	false
2182	BB	true	false	false	false	false	false	false	false	false	false	false
2183	CGB,LTG	false	true	false	false	false	false	true	false	false	false	false
2184	BB,OD,CGB	true	true	false	false	false	false	false	false	true	false	false
2185	OEEB	false	false	false	false	false	false	false	false	false	true	false
2186	CGB,MEB	false	true	false	false	false	false	false	true	false	false	false
2187	CGB	false	true	false	false	false	false	false	false	false	false	false
2188	IIB,OEEB	false	false	false	true	false	false	false	false	false	true	false
2189	CGB	false	true	false	false	false	false	false	false	false	false	false
2190	IIB	false	false	false	true	false	false	false	false	false	false	false
2191	OEEB	false	false	false	false	false	false	false	false	false	true	false
2192	IIB,MEB	false	false	false	true	false	false	false	true	false	false	false
2193	OEEB,OD,CGR,MEB	false	false	true	false	false	false	false	true	true	true	false
